gia_ban_trieu,dien_tich_m2,price_per_m2,width,n_bedroom,n_toilet,house_type,legal_status,quan,phuong,cluster_km,cluster_gmm,PCA1,PCA2,segment_name
8800.0,83.0,106.02409638554217,4.0,2,2,1,1,0,5,0,1,0.006440271423280691,-1.9961123858772065,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
11400.0,80.0,142.5,4.0,3,0,1,1,0,10,0,1,0.4576510899251411,-1.4323610020708726,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,33.0,178.78787878787878,3.5,3,3,1,1,0,2,0,1,-0.7313189411995727,-0.10356482960925216,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5950.0,52.0,114.42307692307692,4.0,3,2,1,1,0,2,0,1,-0.7584476372331653,-1.4030958171350698,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8000.0,52.0,153.84615384615384,5.0,6,0,1,1,0,15,0,1,0.3355643598558152,-0.7090123537093496,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8000.0,52.0,153.84615384615384,5.0,8,6,1,1,0,15,1,1,2.105580569886686,-0.49630548460877405,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
8650.0,95.0,91.05263157894737,3.5,10,6,1,1,0,4,1,1,3.367340045201731,-2.6489878841523495,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
15990.0,81.0,197.40740740740742,5.1,5,0,1,1,0,6,1,1,2.006660706526241,-0.9265101230444148,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
7990.0,75.0,106.53333333333333,4.0,4,2,1,1,0,10,0,1,0.3638635139280482,-1.767464334628255,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7650.0,40.0,191.25,5.0,4,4,1,1,0,24,0,1,0.39639485203148006,0.6180593240050961,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,60.0,98.33333333333333,6.0,2,2,1,1,0,7,0,1,-0.9321369950619373,-1.5797177548811963,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5380.0,26.0,206.92307692307693,4.0,3,3,1,0,0,10,0,1,-0.7313907913665979,0.9783887167448622,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5350.0,36.0,148.61111111111111,2.6,2,2,1,1,0,8,0,1,-1.3185900159568906,-0.3836185823310289,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4700.0,36.0,130.55555555555554,3.0,4,5,1,1,0,11,0,1,-0.2743500833163682,-0.474917681654451,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7000.0,32.0,218.75,4.0,3,4,1,0,0,14,0,1,-0.08311777082839589,1.1964508997583951,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
1600.0,10.0,160.0,3.0,1,1,1,1,0,12,0,1,-2.8808273775545743,0.40766167198548414,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7800.0,62.0,125.80645161290323,4.0,3,3,1,1,0,16,0,1,0.07652833198955576,-0.9578222315169767,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7100.0,75.0,94.66666666666667,5.2,2,2,1,1,0,6,0,1,-0.461713720481114,-1.9608382288371247,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4900.0,70.2,69.8005698005698,5.4,4,5,1,1,0,14,0,1,0.24390295568248685,-1.8931650048287483,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4250.0,32.0,132.8125,2.5,2,2,1,1,0,4,0,1,-1.660439607058869,-0.6422425654919961,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5980.0,31.0,192.90322580645162,3.7,3,3,1,1,0,4,0,1,-0.6961428928986552,0.18857701706814736,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5500.0,65.5,83.96946564885496,3.3,2,2,2,1,0,22,0,0,-0.20929753722110786,-0.6216316417622901,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7600.0,39.0,194.87179487179486,4.7,3,4,1,1,0,24,0,1,0.07555856986103411,0.7349424018657478,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8700.0,33.7,258.160237388724,4.0,3,4,1,1,0,24,0,1,0.3622771047157834,1.693403992743903,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5790.0,63.0,91.9047619047619,4.2,4,2,1,1,0,10,0,1,-0.2836610537159716,-1.7258441572350764,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6850.0,45.0,152.22222222222223,4.0,4,5,1,1,0,4,0,1,0.27975203994551906,-0.5830871903361156,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6860.0,36.0,190.55555555555554,3.6,5,3,1,1,0,4,0,1,0.14966279867712234,-0.03726788855844771,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7150.0,31.0,230.6451612903226,5.0,3,2,1,1,0,4,0,1,-0.5703522488926379,0.6433966557647582,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4340.0,24.0,180.83333333333334,4.0,2,2,1,1,0,16,0,1,-1.5561411184105671,0.5372939074908957,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7900.0,40.0,197.5,3.5,4,5,1,1,0,16,1,1,0.5929917337197534,0.5049176555065044,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
4980.0,35.0,142.28571428571428,4.35,2,0,1,1,0,15,0,1,-1.7553592496001031,-0.33465457418270833,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
11900.0,88.0,135.22727272727272,4.9,2,0,1,1,0,5,0,1,0.3315708905113682,-1.8016033170847645,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7000.0,60.0,116.66666666666667,7.5,4,4,1,1,0,22,0,1,0.4180276425455398,-0.8552391533180719,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4700.0,36.0,130.55555555555554,2.75,4,4,1,1,0,13,0,1,-0.4534244359533271,-0.4631273478438975,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7980.0,80.0,99.75,6.0,3,0,1,1,0,17,0,1,-0.20309644509674243,-1.7983897044014694,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6200.0,48.0,129.16666666666666,4.0,3,2,1,1,0,22,0,1,-0.6005570838253436,-0.4957333160003724,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8650.0,83.0,104.21686746987952,4.0,4,0,1,1,0,23,0,1,0.32859760713929254,-1.6540068912590093,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
16500.0,76.0,217.10526315789474,4.0,6,0,1,1,0,20,1,1,2.465471398021414,-0.16617334057839403,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
12800.0,62.0,206.4516129032258,4.0,4,0,1,1,0,5,1,1,0.8217256848980441,-0.4107699764159544,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
12300.0,80.0,153.75,4.0,5,0,1,1,0,4,1,1,1.2110843416899624,-1.5629962341383021,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5900.0,36.0,163.88888888888889,3.0,3,2,1,1,0,23,0,1,-0.763012230960309,0.2448890271106739,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4500.0,72.0,62.5,4.0,3,0,1,1,0,4,0,1,-1.1576523083872712,-2.549728156710696,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3900.0,19.0,205.26315789473685,3.8,2,2,1,1,0,24,0,1,-1.5894768383562101,1.2156701217651558,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5000.0,27.0,185.1851851851852,4.0,6,0,1,1,0,12,0,1,-0.5705954768240771,0.11689166957634,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5880.0,62.0,94.83870967741936,4.0,4,4,1,1,0,14,0,1,0.13749517645882725,-1.437274560531306,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6900.0,60.0,115.0,4.0,6,6,1,1,0,22,1,1,1.3899058971235887,-0.8653198723901587,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5450.0,60.0,90.83333333333333,4.0,3,2,1,1,0,14,0,1,-0.6777209211992107,-1.5064079232390426,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4650.0,31.0,150.0,3.0,3,4,1,1,0,14,0,1,-0.7925028840841601,-0.022692624937417014,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5880.0,62.0,94.83870967741936,3.8,4,2,1,1,0,14,0,1,-0.24950185451692042,-1.5397399489026482,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7500.0,48.0,156.25,3.9,7,6,1,1,0,23,1,1,1.7050795263924745,-0.08361562529446484,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5900.0,33.0,178.78787878787878,3.0,3,2,1,1,0,20,0,1,-0.7944001364081361,0.4109543901235164,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6800.0,37.2,182.79569892473117,6.3,3,4,1,1,0,23,0,1,-0.13872021155813694,0.5737690746789872,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6900.0,64.0,107.8125,6.0,2,2,1,1,0,23,0,1,-0.5404272294636643,-1.0289472596057343,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5380.0,25.0,215.2,4.5,3,3,1,1,0,10,0,1,-0.7963614631382282,0.7939902231668676,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5980.0,28.0,213.57142857142858,4.8,3,3,1,1,0,17,0,1,-0.5920816596562625,0.9323788306602749,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
10000.0,62.0,161.29032258064515,6.0,3,3,1,1,0,14,0,1,0.5475606423108668,-0.5421534789695659,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5380.0,25.0,215.2,4.2,3,0,1,0,0,15,0,1,-1.2678012037703013,1.1118884470809294,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4950.0,25.0,198.0,3.7,2,2,1,1,0,4,0,1,-1.4663161797166864,0.3720058370084752,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8600.0,76.8,111.97916666666667,4.8,5,0,1,0,0,15,0,1,0.5459622235174834,-1.4095680418612073,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8900.0,82.0,108.53658536585365,5.0,2,2,1,0,0,5,0,1,0.08552648983255555,-1.6287228222995018,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7550.0,38.0,198.68421052631578,6.0,3,4,1,0,0,2,0,1,-0.02589979383939212,0.4280044124660516,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7690.0,52.0,147.8846153846154,5.8,3,3,1,1,0,22,0,1,-0.018255502506958954,-0.27358857812866233,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4100.0,43.0,95.34883720930233,4.0,4,3,1,1,0,20,0,1,-0.6751312574909865,-0.9118611039918523,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7300.0,60.0,121.66666666666667,6.4,3,2,1,1,0,10,0,1,-0.2947934990364448,-1.2174635707991226,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
17500.0,85.0,205.88235294117646,4.2,8,6,1,1,0,16,1,1,4.511467205413238,-0.4095230668184574,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
7850.0,72.0,109.02777777777777,4.0,3,2,1,1,0,6,0,1,-0.043022775402105654,-1.7511891306047505,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
12900.0,90.0,143.33333333333334,4.0,3,4,1,1,0,17,1,1,1.729254831853138,-1.1948408138067466,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
4950.0,21.0,235.71428571428572,4.3,3,3,1,1,0,24,0,1,-0.7778677376976304,1.5880667401324065,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,35.0,168.57142857142858,4.0,3,2,1,1,0,20,0,1,-0.7882774345801152,0.23212758690649457,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3850.0,40.0,96.25,5.0,2,2,1,1,0,22,0,1,-1.5595978933967063,-0.7339791223109955,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
9400.0,90.0,104.44444444444444,4.0,2,0,1,1,0,8,0,1,-0.12834908251679317,-2.166578647560434,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
9500.0,54.0,175.92592592592592,4.0,4,5,1,0,0,22,1,1,1.1780964728680132,0.43871554714662203,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
6800.0,23.5,289.36170212765956,4.2,3,3,2,1,0,2,0,0,0.21794408006895252,2.357958376835058,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
14000.0,90.0,155.55555555555554,4.0,4,4,1,1,0,16,1,1,2.251042534167602,-1.107021136655523,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
9800.0,64.0,153.125,4.5,5,0,0,1,0,12,0,0,-0.08384788133253857,-1.7914564801017636,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4100.0,42.0,97.61904761904762,4.0,4,4,1,1,0,5,0,1,-0.6024846352873233,-1.2806924463200788,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5690.0,45.0,126.44444444444444,5.0,2,0,1,1,0,4,0,1,-1.5743413857817246,-1.09426414670114,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
13000.0,90.0,144.44444444444446,4.5,6,6,1,1,0,6,1,1,2.9710884415555783,-1.566426814935994,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
4990.0,37.0,134.86486486486487,4.1,3,3,1,1,0,11,0,1,-0.8833595008452997,-0.4934168180288703,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8000.0,60.0,133.33333333333334,5.0,6,6,1,1,0,13,1,1,1.5692535824650198,-0.9007574752149153,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
4800.0,44.3,108.35214446952597,4.0,4,4,1,1,0,7,0,1,-0.39147002237171197,-1.1190564822643085,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7400.0,36.0,205.55555555555554,4.0,8,6,2,1,0,16,1,0,2.494116987494686,1.3403245814910205,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
2480.0,30.0,82.66666666666667,4.0,3,2,1,1,0,17,0,1,-1.758128969029715,-0.9193313260506788,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
15000.0,150.0,100.0,10.0,10,6,1,1,0,22,1,0,5.655510767043411,-3.0748511320838223,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
7900.0,72.0,109.72222222222223,4.0,3,3,1,1,0,6,0,1,0.16105796929190216,-1.6903558696120426,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4480.0,48.0,93.33333333333333,4.0,3,3,1,1,0,5,0,1,-0.9352493242695129,-1.4626552842946123,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4390.0,43.4,101.1520737327189,4.0,4,4,1,1,0,22,0,1,-0.39202155798168303,-0.727328369841606,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,35.0,168.57142857142858,4.0,3,2,1,0,0,20,0,1,-0.7155188205947002,0.5467407989321064,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
17000.0,75.0,226.66666666666666,5.0,10,6,1,1,0,10,1,1,4.868603300630159,-0.21473476392907273,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
13200.0,100.0,132.0,5.0,5,0,1,1,0,6,1,1,1.6917629943125765,-2.1973050040871533,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
9200.0,72.0,127.77777777777777,4.0,5,6,1,1,0,6,1,1,1.6275477273777081,-1.3861749569676205,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
3600.0,25.0,144.0,3.5,2,1,1,1,0,13,0,1,-1.9956360125866042,-0.12251701912214591,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5450.0,36.0,151.38888888888889,2.9,1,2,1,1,0,8,0,1,-1.5973331830969735,-0.2988238746037786,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
16500.0,100.0,165.0,5.0,5,0,2,1,0,6,1,0,2.976496393876037,-0.9567589399867105,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5880.0,62.0,94.83870967741936,3.8,4,0,1,1,0,14,0,1,-0.6363726003092837,-1.6425117242313758,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,72.0,81.94444444444444,6.6,1,1,1,1,0,15,0,1,-1.194054968360249,-1.7968275816330925,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6200.0,48.0,129.16666666666666,4.0,2,2,1,1,0,24,0,1,-0.8907401934137814,-0.3851358497793831,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5480.0,58.0,94.48275862068965,4.0,3,2,1,1,0,14,0,1,-0.6993447705133499,-1.4167455312203943,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4600.0,25.0,184.0,3.6,2,2,1,1,0,12,0,1,-1.5122909205691484,0.4351064083414526,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
10300.0,52.0,198.07692307692307,4.6,3,3,1,1,0,4,0,1,0.45096403743920166,-0.15746971212302693,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7850.0,40.0,196.25,4.0,3,4,1,1,0,2,0,1,-0.0188988806382886,0.04414786589030362,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5680.0,30.0,189.33333333333334,4.0,3,3,2,1,0,16,0,0,-0.0664842505540387,1.3250383781381245,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3850.0,40.0,96.25,4.0,2,2,1,1,0,22,0,1,-1.5602293193136287,-0.7324471875240675,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3890.0,20.0,194.5,4.0,2,3,1,1,0,18,0,1,-1.4566424278239687,0.9141396168529933,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6500.0,30.0,216.66666666666666,4.0,3,0,1,0,0,20,0,1,-0.9425165940948346,1.1905618021450954,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5500.0,35.0,157.14285714285714,4.0,3,0,1,0,0,17,0,1,-1.2282691380710575,0.19573771363940898,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4800.0,43.0,111.62790697674419,3.5,2,3,1,1,0,16,0,1,-1.1437101075346625,-0.7212115902546873,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
9600.0,77.0,124.67532467532467,4.0,7,0,1,1,0,15,1,1,1.295007317018964,-1.6496318604191549,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
4950.0,35.0,141.42857142857142,3.5,3,0,1,1,0,12,0,1,-1.4807798846534996,-0.48689962372115325,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
14500.0,72.0,201.38888888888889,4.1,4,0,1,0,0,24,1,1,1.4941345614664814,0.23433467684402773,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
14000.0,72.0,194.44444444444446,4.0,4,0,1,1,0,12,1,1,1.227745826480393,-0.5513585016554412,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
3950.0,28.0,141.07142857142858,3.5,2,3,1,1,0,10,0,1,-1.5234915285844013,-0.21307960176473625,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3280.0,33.1,99.09365558912387,4.0,3,3,1,1,0,5,0,1,-1.4047641452464128,-1.0857752521308006,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6300.0,51.0,123.52941176470588,3.0,3,5,1,1,0,13,0,1,-0.02993001482040648,-0.7587939117928514,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
12900.0,58.0,222.41379310344828,4.0,4,0,2,1,0,2,1,0,1.4148820778626532,0.5787118127619344,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
2350.0,16.0,146.875,4.0,2,2,1,1,0,4,0,1,-2.241060069058278,-0.13667814300833353,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6680.0,43.0,155.34883720930233,5.2,3,3,2,1,0,17,0,0,0.249897375669861,0.6387323742322827,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3980.0,20.0,199.0,4.0,2,3,1,1,0,24,0,1,-1.3834440924828968,1.1629440347479478,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6000.0,52.0,115.38461538461539,4.0,2,2,1,1,0,24,0,1,-0.8919353292130751,-0.6515502703685295,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
11800.0,110.0,107.27272727272727,5.5,3,2,0,0,0,19,0,0,0.8902272248106207,-2.6045205018720043,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7500.0,40.0,187.5,4.5,3,4,1,1,0,5,0,1,-0.08386266904195161,0.019485265286966372,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5380.0,25.0,215.2,4.2,3,3,1,1,0,13,0,1,-0.7747725758056251,0.888639660270224,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7800.0,32.0,243.75,4.0,3,3,1,1,0,10,0,1,-0.16323708426089065,1.0415764284039237,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
18750.0,125.0,150.0,4.0,2,2,1,1,0,4,1,1,2.620935960870182,-2.2631273905808396,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
3850.0,42.2,91.23222748815165,4.0,4,3,1,1,0,4,0,1,-0.8619612438564233,-1.4537308264306814,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
10500.0,60.0,175.0,4.0,4,4,1,1,0,22,1,1,1.192344212396692,-0.058674057132897334,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
7000.0,44.4,157.65765765765767,3.7,4,3,1,1,0,4,0,1,-0.07609339458459437,-0.600032303235806,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
3350.0,30.4,110.19736842105263,4.0,3,0,1,1,0,24,0,1,-1.8514550822532563,-0.4397293036096481,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
11900.0,72.0,165.27777777777777,5.0,3,3,1,0,0,13,1,1,1.136893821604915,-0.40170839388220814,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
13000.0,72.0,180.55555555555554,4.0,5,0,2,1,0,16,1,0,1.972099697055177,0.12594679603086206,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
2550.0,34.0,75.0,3.0,4,5,1,1,0,4,0,1,-0.9042076350800282,-1.4033994814082689,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5380.0,30.0,179.33333333333334,5.0,3,3,1,1,0,16,0,1,-0.7720569429791135,0.40041937137340455,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7700.0,28.0,275.0,4.4,3,4,1,1,0,5,0,1,0.001240124687956983,1.434131312590759,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5980.0,30.0,199.33333333333334,5.0,3,3,1,1,0,8,0,1,-0.6647673467039491,0.4184795299370232,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
14800.0,72.0,205.55555555555554,4.1,3,0,1,1,0,10,1,1,1.0789140547719591,-0.41534273121601567,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5380.0,24.0,224.16666666666666,4.0,3,3,1,1,0,10,0,1,-0.7869807814336269,0.9349517303352695,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4600.0,25.0,184.0,4.0,2,2,1,0,0,2,0,1,-1.5118741199092307,0.4351406575613661,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5450.0,60.0,90.83333333333333,4.0,3,2,1,1,0,14,0,1,-0.6777209211992107,-1.5064079232390426,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
14500.0,90.0,161.11111111111111,4.0,4,4,1,1,0,16,1,1,2.3530176043297844,-1.0311027164359226,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
9900.0,56.0,176.78571428571428,4.0,5,3,2,0,0,6,1,0,1.7117546568829007,0.5463036377638649,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
6000.0,46.0,130.43478260869566,4.0,2,2,1,1,0,4,0,1,-1.10389946345265,-0.9560004098973051,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7500.0,36.0,208.33333333333334,4.1,3,4,1,1,0,20,0,1,0.01508503082068948,0.8509867730349034,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
13500.0,90.0,150.0,4.5,5,0,1,1,0,4,1,1,1.593230411275327,-1.8138127300379587,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
5290.0,62.0,85.3225806451613,4.0,7,6,1,1,0,4,1,1,1.2360001712744644,-1.9210181400313155,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
9200.0,60.0,153.33333333333334,4.0,4,4,1,1,0,22,1,1,0.9039200613314078,-0.35254957763581285,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
3900.0,50.0,78.0,4.0,2,0,1,0,0,18,0,1,-1.7616450326355362,-1.0938637095939858,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
8790.0,47.0,187.0212765957447,3.3,7,6,1,1,0,24,1,1,2.008844260851414,0.38458016928709804,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
6800.0,36.0,188.88888888888889,4.0,5,0,1,1,0,4,0,1,-0.4458523844916922,-0.2145083612986257,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4480.0,32.0,140.0,4.0,2,2,1,1,0,16,0,1,-1.5105343850115382,-0.17097659863436188,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5900.0,38.0,155.26315789473685,4.0,3,0,1,0,0,5,0,1,-1.1965420763422383,-0.2659837483333197,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
9000.0,99.0,90.9090909090909,4.8,1,2,1,1,0,24,0,1,0.13254079049274797,-1.8806919315178985,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
12900.0,56.0,230.35714285714286,4.0,4,5,1,1,0,22,1,1,1.8909049672647475,0.8220297548434607,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
7850.0,36.0,218.05555555555554,4.1,3,4,1,1,0,20,0,1,0.10527790076174891,0.9820619820567407,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
4700.0,28.0,167.85714285714286,4.9,3,3,1,0,0,5,0,1,-0.9689794833204994,0.25499979684843566,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5500.0,31.0,177.41935483870967,2.78,3,3,1,1,0,20,0,1,-0.7112005501003206,0.4838412053144323,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
5990.0,38.0,157.6315789473684,3.6,3,4,1,1,0,5,0,1,-0.473043609790135,-0.34249345380217505,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
6350.0,50.0,127.0,4.2,3,4,1,1,0,4,0,1,-0.2875629791443112,-1.0276490828926166,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
7500.0,28.0,267.85714285714283,4.0,3,0,2,1,0,20,0,0,-0.09699803246804042,2.39251414481007,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
9650.0,56.0,172.32142857142858,4.0,5,5,1,1,0,22,1,1,1.4620703427264936,-0.012153075534464956,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
16800.0,90.0,186.66666666666666,6.0,10,6,1,1,0,16,1,1,5.038448442663376,-0.8689954483277127,Phân khúc Cao cấp (Diện tích lớn/Mặt tiền)
3250.0,25.0,130.0,4.0,2,3,1,1,0,5,0,1,-1.770512166004176,-0.4599097355580807,Phân khúc Phổ thông (Nhà hẻm/Giá rẻ)
